"FVH","sexo","edad","horas_tnr","ingreso_mensual","nivel_pobreza","etnia","afrod","discapacidad","zona","entidad","region","escolaridad","est_dis","upm","factor"
"151519340212","Mujer",44,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Primaria",291,5193,2160
"151519340312","Hombre",25,11,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Licenciatura",291,5193,2160
"151519340514","Mujer",18,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",291,5193,2160
"151519340612","Mujer",32,32,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Licenciatura",291,5193,2160
"151519460113","Hombre",20,2,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",291,5194,2298
"151519460212","Mujer",49,56,0,"Pobreza por Ingresos Extrema","No","Si","No","Urbana","Mexico","Centro","Secundaria",291,5194,2298
"151519460314","Hombre",23,4,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Licenciatura",291,5194,2298
"151519460315","Mujer",15,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",291,5194,2298
"151519460316","Mujer",13,5,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",291,5194,2298
"151519460412","Mujer",29,20,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",291,5194,2298
"151519540214","Mujer",18,47,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",292,5195,2236
"151519540312","Mujer",43,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",292,5195,2236
"151519540412","Mujer",39,56,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",292,5195,2236
"151519540511","Mujer",71,11,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",292,5195,2236
"151519540513","Hombre",21,12,652,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",292,5195,2236
"151519540612","Mujer",31,75,261,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",292,5195,2236
"151519660112","Mujer",45,50,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",293,5196,2042
"151519660113","Hombre",17,10,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",293,5196,2042
"151519660511","Hombre",52,4,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",293,5196,2042
"151519660512","Mujer",50,10,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",293,5196,2042
"151519660513","Mujer",24,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",293,5196,2042
"151519660613","Hombre",15,12,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",293,5196,2042
"151519660614","Mujer",12,10,393,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",293,5196,2042
"151519760211","Hombre",83,14,2951,"Pobreza por Ingresos","No","No","No","Urbana","Mexico","Centro","Primaria",292,5197,1987
"151519760216","Hombre",30,8,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",292,5197,1987
"151519760314","Hombre",55,12,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",292,5197,1987
"151519760411","Hombre",62,24,21639,"No Pobreza","No","No","No","Urbana","Mexico","Centro","Secundaria",292,5197,1987
"151519760412","Mujer",60,42,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",292,5197,1987
"151519760612","Hombre",62,11,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",292,5197,1987
"151519880211","Mujer",63,18,12787,"No Pobreza","No","No","No","Urbana","Mexico","Centro","Primaria",292,5198,2063
"151519880213","Mujer",33,21,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",292,5198,2063
"151519880214","Mujer",13,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",292,5198,2063
"151519880411","Hombre",57,42,0,"Pobreza por Ingresos Extrema","No","Si","No","Urbana","Mexico","Centro","Secundaria",292,5198,2063
"151519880414","Mujer",17,36,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",292,5198,2063
"151519900212","Hombre",50,5,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",292,5199,1678
"151519900512","Mujer",65,26,5870,"No Pobreza","No","No","No","Urbana","Mexico","Centro","Normal",292,5199,1678
"151520080212","Hombre",15,12,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",291,5200,2429
"151520080214","Mujer",76,56,7869,"No Pobreza","No","No","No","Urbana","Mexico","Centro","Preparatoria",291,5200,2429
"151520080311","Hombre",77,56,2951,"Pobreza por Ingresos","No","No","No","Urbana","Mexico","Centro","Preparatoria",291,5200,2429
"151520080312","Mujer",81,0,2951,"Pobreza por Ingresos","No","No","No","Urbana","Mexico","Centro","Primaria",291,5200,2429
"151520080313","Mujer",66,70,6590,"No Pobreza","No","No","No","Urbana","Mexico","Centro","Primaria",291,5200,2429
"151520080511","Mujer",59,70,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",291,5200,2429
"151520080514","Mujer",84,28,0,"Pobreza por Ingresos Extrema","No","No","Si","Urbana","Mexico","Centro","Ninguno",291,5200,2429
"151520080611","Mujer",76,21,6689,"No Pobreza","No","No","Si","Urbana","Mexico","Centro","Licenciatura",291,5200,2429
"151520100112","Mujer",33,56,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",291,5201,1460
"151520100214","Mujer",12,14,424,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",291,5201,1460
"151520100312","Mujer",63,28,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",291,5201,1460
"151520100411","Mujer",50,40,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",291,5201,1460
"151520100414","Mujer",18,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",291,5201,1460
"151520100514","Hombre",19,0,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",291,5201,1460
"151520100612","Mujer",50,60,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",291,5201,1460
"151520230113","Mujer",24,14,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Licenciatura",292,5202,1840
"151520230311","Mujer",68,7,9783,"No Pobreza","Si","No","No","Urbana","Mexico","Centro","Preparatoria",292,5202,1840
"151520230312","Mujer",65,14,978,"Pobreza por Ingresos Extrema","Si","No","Si","Urbana","Mexico","Centro","Secundaria",292,5202,1840
"151520230313","Mujer",58,18,9783,"No Pobreza","Si","No","No","Urbana","Mexico","Centro","Preparatoria",292,5202,1840
"151520230411","Mujer",70,62,17609,"No Pobreza","Si","No","No","Urbana","Mexico","Centro","Secundaria",292,5202,1840
"151520230613","Mujer",14,28,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",292,5202,1840
"151520350111","Hombre",68,9,2886,"Pobreza por Ingresos","No","No","No","Urbana","Mexico","Centro","Preparatoria",292,5203,1672
"151520350212","Mujer",46,24,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Ninguno",292,5203,1672
"151520350213","Mujer",25,45,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",292,5203,1672
"151520350214","Mujer",24,12,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",292,5203,1672
"151520350215","Hombre",23,15,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",292,5203,1672
"151520350612","Hombre",18,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",292,5203,1672
"151520430416","Mujer",23,21,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",291,5204,1783
"151520430417","Mujer",20,15,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",291,5204,1783
"151520430418","Hombre",18,12,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",291,5204,1783
"151520430512","Mujer",38,70,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",291,5204,1783
"151520430513","Mujer",21,18,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",291,5204,1783
"151520430514","Mujer",14,13,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",291,5204,1783
"151520550112","Mujer",57,18,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",291,5205,1382
"151520550113","Mujer",23,5,1141,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",291,5205,1382
"151520550311","Mujer",74,36,4696,"No Pobreza","No","No","No","Urbana","Mexico","Centro","Primaria",291,5205,1382
"151520550313","Hombre",13,0,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",291,5205,1382
"151520550412","Mujer",23,3,995,"Pobreza por Ingresos Extrema","No","No","Si","Urbana","Mexico","Centro","Licenciatura",291,5205,1382
"151520550511","Hombre",72,9,14674,"No Pobreza","Si","No","No","Urbana","Mexico","Centro","Primaria",291,5205,1382
"151520550611","Hombre",89,10,12717,"No Pobreza","No","No","No","Urbana","Mexico","Centro","Primaria",291,5205,1382
"152520670211","Mujer",63,38,14262,"No Pobreza","Si","No","No","Urbana","Mexico","Centro","Preparatoria",292,5206,1795
"152520670411","Mujer",64,35,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",292,5206,1795
"152520670416","Mujer",17,91,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",292,5206,1795
"152520670419","Mujer",26,91,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",292,5206,1795
"152520670512","Mujer",41,42,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",292,5206,1795
"152520670513","Mujer",20,2,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",292,5206,1795
"152520670514","Mujer",17,2,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",292,5206,1795
"152520670612","Mujer",27,91,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",292,5206,1795
"152520730113","Mujer",12,6,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",299,5207,7002
"152520730212","Mujer",47,40,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",299,5207,7002
"152520730412","Mujer",39,5,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",299,5207,7002
"152520820111","Mujer",42,35,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",298,5208,1451
"152520820211","Mujer",63,60,247,"Pobreza por Ingresos Extrema","Si","No","Si","Urbana","Mexico","Centro","Primaria",298,5208,1451
"152520820213","Mujer",12,22,989,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Primaria",298,5208,1451
"152520820222","Mujer",37,38,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",298,5208,1451
"152520820414","Hombre",14,8,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",298,5208,1451
"152520820511","Mujer",66,35,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Primaria",298,5208,1451
"152520840812","Mujer",57,20,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Primaria",298,5208,1451
"152520840815","Mujer",12,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Primaria",298,5208,1451
"152520840912","Mujer",31,24,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",298,5208,1451
"152520841112","Mujer",50,38,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",298,5208,1451
"152520871414","Mujer",13,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",298,5208,1451
"152520892112","Mujer",63,55,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Primaria",298,5208,1451
"152520892212","Mujer",22,7,815,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",298,5208,1451
"152520892312","Mujer",60,41,734,"Pobreza por Ingresos Extrema","No","No","Si","Urbana","Mexico","Centro","Licenciatura",298,5208,1451
"152520980211","Mujer",69,15,11803,"No Pobreza","Si","No","Si","Urbana","Mexico","Centro","Primaria",293,5209,1919
"152520980313","Hombre",18,28,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Preparatoria",293,5209,1919
"152520980314","Mujer",12,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Primaria",293,5209,1919
"152520980412","Mujer",56,40,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",293,5209,1919
"152520980413","Mujer",25,35,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",293,5209,1919
"152520980511","Mujer",69,30,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Tecnicatura",293,5209,1919
"152520980512","Hombre",73,10,9836,"No Pobreza","No","No","No","Urbana","Mexico","Centro","Secundaria",293,5209,1919
"152521090511","Mujer",59,28,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",292,5210,2156
"152521120211","Hombre",64,0,1978,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",292,5211,1781
"152521120411","Mujer",26,75,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",292,5211,1781
"152521120613","Hombre",17,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",292,5211,1781
"152521200112","Mujer",48,22,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",298,5212,6226
"152521200113","Mujer",19,6,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",298,5212,6226
"152521200414","Mujer",20,7,163,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Licenciatura",298,5212,6226
"152521350112","Mujer",64,42,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",300,5213,2534
"152521350115","Hombre",68,77,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",300,5213,2534
"152521350116","Mujer",20,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",300,5213,2534
"152521350117","Mujer",15,2,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",300,5213,2534
"152521350312","Mujer",81,10,3424,"Pobreza por Ingresos","No","No","No","Urbana","Mexico","Centro","Primaria",300,5213,2534
"152521350313","Mujer",56,21,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",300,5213,2534
"152521350411","Mujer",86,14,7826,"No Pobreza","No","No","Si","Urbana","Mexico","Centro","Ninguno",300,5213,2534
"152521350412","Mujer",43,25,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",300,5213,2534
"152521401911","Mujer",46,21,11087,"No Pobreza","Si","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521401912","Mujer",15,8,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521401913","Hombre",13,3,815,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521402114","Mujer",28,56,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521402314","Mujer",20,80,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",298,5214,1663
"152521402315","Hombre",15,0,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521402316","Hombre",13,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521402411","Mujer",25,49,9293,"No Pobreza","No","No","No","Urbana","Mexico","Centro","Preparatoria",298,5214,1663
"152521430311","Mujer",66,48,7826,"No Pobreza","Si","Si","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521430412","Hombre",52,14,6848,"No Pobreza","Si","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521430612","Mujer",28,70,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521460813","Hombre",17,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",298,5214,1663
"152521460814","Hombre",12,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",298,5214,1663
"152521460912","Mujer",36,75,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",298,5214,1663
"152521460913","Hombre",15,1,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521461012","Mujer",42,15,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521461111","Mujer",69,19,5902,"No Pobreza","No","No","No","Urbana","Mexico","Centro","Primaria",298,5214,1663
"152521461211","Mujer",42,14,10656,"No Pobreza","Si","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521461212","Mujer",25,63,4426,"Pobreza por Ingresos","Si","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521481314","Mujer",43,21,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Tecnicatura",298,5214,1663
"152521481316","Hombre",16,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521481411","Mujer",51,49,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",298,5214,1663
"152521481413","Mujer",26,39,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",298,5214,1663
"152521481512","Mujer",30,35,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Mexico","Centro","Preparatoria",298,5214,1663
"152521481812","Mujer",36,21,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",298,5214,1663
"152521481813","Mujer",19,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",298,5214,1663
"152521481814","Hombre",18,0,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",298,5214,1663
"152521481815","Hombre",16,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",298,5214,1663
"152521530311","Hombre",54,0,3587,"Pobreza por Ingresos","Si","Si","No","Urbana","Mexico","Centro","Secundaria",298,5215,5991
"152521530312","Mujer",49,39,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Mexico","Centro","Primaria",298,5215,5991
"152521530314","Mujer",16,0,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Mexico","Centro","Preparatoria",298,5215,5991
"152521690112","Mujer",17,15,391,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Mexico","Centro","Preparatoria",302,5216,404
"152521690312","Mujer",26,31,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Mexico","Centro","Tecnicatura",302,5216,404
"152521690415","Mujer",17,6,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Mexico","Centro","Preparatoria",302,5216,404
"152521690416","Mujer",16,8,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Mexico","Centro","Preparatoria",302,5216,404
"152521690418","Hombre",12,2,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Mexico","Centro","Primaria",302,5216,404
"152521690512","Mujer",29,3,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Mexico","Centro","Licenciatura",302,5216,404
"152521690513","Hombre",26,3,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Mexico","Centro","Licenciatura",302,5216,404
"152521690514","Mujer",24,3,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Mexico","Centro","Licenciatura",302,5216,404
"152521690515","Hombre",23,3,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Mexico","Centro","Licenciatura",302,5216,404
"152521690612","Hombre",60,0,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Mexico","Centro","Primaria",302,5216,404
"152521690615","Hombre",27,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Mexico","Centro","Secundaria",302,5216,404
"152521740313","Hombre",40,0,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",306,5217,2014
"152521860112","Mujer",14,7,1148,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",306,5218,2662
"152521860413","Mujer",18,112,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",306,5218,2662
"152521860414","Mujer",17,112,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",306,5218,2662
"152521860416","Hombre",13,2,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",306,5218,2662
"152521860418","Mujer",57,0,0,"Pobreza por Ingresos Extrema","No","No","Si","Urbana","Mexico","Centro","Ninguno",306,5218,2662
"152521860613","Mujer",20,4,3934,"Pobreza por Ingresos","No","No","No","Urbana","Mexico","Centro","Licenciatura",306,5218,2662
"152521860614","Hombre",16,3,3934,"Pobreza por Ingresos","No","No","No","Urbana","Mexico","Centro","Preparatoria",306,5218,2662
"152521980111","Mujer",65,40,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Ninguno",306,5219,2663
"152521980112","Hombre",65,4,9836,"No Pobreza","Si","No","No","Urbana","Mexico","Centro","Primaria",306,5219,2663
"152521980114","Mujer",27,14,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",306,5219,2663
"152521980211","Hombre",70,25,7869,"No Pobreza","No","No","No","Urbana","Mexico","Centro","Tecnicatura",306,5219,2663
"152521980312","Mujer",64,8,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",306,5219,2663
"152521980318","Mujer",14,6,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",306,5219,2663
"152521980413","Mujer",50,21,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",306,5219,2663
"152521980612","Mujer",38,22,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",306,5219,2663
"152522050312","Mujer",50,15,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",297,5220,2319
"152522050313","Mujer",20,7,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Licenciatura",297,5220,2319
"152522050314","Mujer",17,0,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",297,5220,2319
"152522170211","Hombre",64,5,1557,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",297,5221,1964
"152522170212","Mujer",61,14,410,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",297,5221,1964
"152522170311","Mujer",68,20,10623,"No Pobreza","No","No","No","Urbana","Mexico","Centro","Primaria",297,5221,1964
"152522290114","Hombre",18,20,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",297,5222,2474
"152522290115","Mujer",16,10,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",297,5222,2474
"152522290214","Mujer",17,4,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Preparatoria",297,5222,2474
"152522290215","Mujer",12,2,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",297,5222,2474
"152522290311","Mujer",73,50,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",297,5222,2474
"152522290412","Hombre",44,40,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",297,5222,2474
"152522290413","Mujer",29,10,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Secundaria",297,5222,2474
"152522390115","Hombre",12,13,0,"Pobreza por Ingresos Extrema","No","No","No","Urbana","Mexico","Centro","Primaria",297,5223,1989
"152522390413","Hombre",22,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Preparatoria",297,5223,1989
"152522390612","Mujer",58,66,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Preparatoria",297,5223,1989
"152522460211","Mujer",52,21,3279,"Pobreza por Ingresos","Si","Si","No","Urbana","Mexico","Centro","Tecnicatura",287,5224,2491
"152522460213","Mujer",25,21,0,"Pobreza por Ingresos Extrema","Si","Si","No","Urbana","Mexico","Centro","Licenciatura",287,5224,2491
"152522460312","Mujer",59,57,0,"Pobreza por Ingresos Extrema","No","Si","No","Urbana","Mexico","Centro","Secundaria",287,5224,2491
"152522460413","Mujer",32,0,0,"Pobreza por Ingresos Extrema","No","Si","No","Urbana","Mexico","Centro","Preparatoria",287,5224,2491
"152522460513","Hombre",17,7,0,"Pobreza por Ingresos Extrema","No","Si","No","Urbana","Mexico","Centro","Preparatoria",287,5224,2491
"152522460514","Mujer",20,7,0,"Pobreza por Ingresos Extrema","No","Si","No","Urbana","Mexico","Centro","Licenciatura",287,5224,2491
"152522460612","Mujer",30,91,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",287,5224,2491
"152522460613","Mujer",13,19,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",287,5224,2491
"152522580111","Mujer",53,48,0,"Pobreza por Ingresos Extrema","Si","No","No","Urbana","Mexico","Centro","Secundaria",287,5225,3259
