"FVH","sexo","edad","horas_tnr","ingreso_mensual","nivel_pobreza","etnia","afrod","discapacidad","zona","entidad","region","escolaridad","est_dis","upm","factor"
"206680161514","Mujer",15,28,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6801,370
"206680161612","Mujer",37,40,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6801,370
"206680161613","Hombre",16,2,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6801,370
"206680161614","Mujer",14,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6801,370
"206680161615","Mujer",12,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6801,370
"206680161712","Mujer",43,42,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Ninguno",412,6801,370
"206680161713","Mujer",14,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6801,370
"206680161714","Mujer",12,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6801,370
"206680191911","Mujer",59,16,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Ninguno",412,6801,370
"206680192012","Mujer",58,45,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Ninguno",412,6801,370
"206680192013","Hombre",24,4,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6801,370
"206680192212","Mujer",21,70,359,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6801,370
"206680192312","Mujer",31,32,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Primaria",412,6801,370
"206680201912","Mujer",30,30,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6802,357
"206680201913","Mujer",12,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6802,357
"206680202013","Mujer",15,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6802,357
"206680202014","Hombre",13,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6802,357
"206680202015","Mujer",12,3,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6802,357
"206680202111","Mujer",49,50,3147,"Pobreza por Ingresos","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6802,357
"206680202112","Mujer",25,60,408,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6802,357
"206680202113","Mujer",22,21,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Preparatoria",412,6802,357
"206680202212","Mujer",30,70,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Ninguno",412,6802,357
"206680202213","Hombre",13,1,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6802,357
"206680202413","Hombre",16,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6802,357
"206680230112","Mujer",41,55,1500,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6802,357
"206680230114","Mujer",16,8,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6802,357
"206680230412","Mujer",36,60,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6802,357
"206680230512","Mujer",52,50,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6802,357
"206680230612","Mujer",59,40,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6802,357
"206680250714","Hombre",12,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6802,357
"206680250913","Mujer",13,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6802,357
"206680251011","Hombre",59,4,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6802,357
"206680251014","Mujer",14,5,147,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6802,357
"206680251015","Mujer",16,6,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6802,357
"206680251213","Mujer",18,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6802,357
"206680251214","Hombre",14,5,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6802,357
"206680281312","Mujer",34,50,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6802,357
"206680281313","Mujer",15,21,836,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6802,357
"206680281712","Mujer",30,84,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6802,357
"206680340712","Mujer",56,28,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Primaria",412,6803,405
"206680340713","Mujer",16,6,130,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6803,405
"206680340913","Mujer",12,11,978,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6803,405
"206680341012","Mujer",51,70,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6803,405
"206680341013","Hombre",25,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6803,405
"206680341014","Mujer",21,28,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6803,405
"206680341112","Mujer",33,14,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6803,405
"206680341113","Hombre",12,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6803,405
"206680341212","Mujer",67,35,2935,"Pobreza por Ingresos","Si","No","No","Rural","Oaxaca","Sur","Ninguno",412,6803,405
"206680371513","Mujer",18,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6803,405
"206680371514","Mujer",13,3,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6803,405
"206680371712","Mujer",37,42,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Secundaria",412,6803,405
"206680371713","Mujer",12,38,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Primaria",412,6803,405
"206680392012","Mujer",55,70,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6803,405
"206680392112","Mujer",60,42,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Ninguno",412,6803,405
"206680392212","Mujer",54,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6803,405
"206680392312","Mujer",27,28,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6803,405
"206680401913","Mujer",14,9,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6804,391
"206680402012","Mujer",39,19,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6804,391
"206680402014","Hombre",15,6,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6804,391
"206680402015","Hombre",13,4,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6804,391
"206680402212","Mujer",54,19,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Ninguno",412,6804,391
"206680402312","Mujer",52,36,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6804,391
"206680402412","Mujer",42,6,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Ninguno",412,6804,391
"206680430112","Mujer",62,40,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Primaria",412,6804,391
"206680430413","Hombre",12,2,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6804,391
"206680430515","Mujer",18,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6804,391
"206680460712","Mujer",48,78,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Primaria",412,6804,391
"206680460713","Mujer",21,7,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6804,391
"206680460714","Hombre",19,22,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6804,391
"206680460715","Mujer",13,1,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Secundaria",412,6804,391
"206680460913","Hombre",15,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6804,391
"206680461013","Hombre",12,12,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6804,391
"206680461212","Mujer",20,20,2131,"Pobreza por Ingresos","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6804,391
"206680481612","Mujer",52,48,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Primaria",412,6804,391
"206680481714","Mujer",12,0,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Primaria",412,6804,391
"206680481812","Mujer",41,48,0,"Pobreza por Ingresos Extrema","Si","Si","Si","Rural","Oaxaca","Sur","Primaria",412,6804,391
"206680502012","Mujer",59,56,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6805,359
"206680502112","Mujer",57,42,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6805,359
"206680502113","Mujer",16,22,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6805,359
"206680502114","Hombre",14,1,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6805,359
"206680502412","Mujer",35,35,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6805,359
"206680530213","Mujer",29,35,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6805,359
"206680530312","Mujer",31,63,2935,"Pobreza por Ingresos","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6805,359
"206680530612","Mujer",56,70,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6805,359
"206680550712","Mujer",25,28,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Licenciatura",402,6805,359
"206680550714","Hombre",14,14,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6805,359
"206680550812","Mujer",48,14,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6805,359
"206680551111","Mujer",55,42,489,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6805,359
"206680551213","Mujer",35,28,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Secundaria",402,6805,359
"206680571413","Mujer",17,20,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6805,359
"206680571511","Mujer",39,28,8361,"No Pobreza","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6805,359
"206680571712","Mujer",58,68,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6805,359
"206680571812","Mujer",60,52,984,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6805,359
"206680620212","Mujer",43,60,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6806,394
"206680620213","Hombre",14,11,1319,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Secundaria",402,6806,394
"206680620312","Mujer",40,42,198,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Secundaria",402,6806,394
"206680620512","Mujer",48,28,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Ninguno",402,6806,394
"206680640715","Mujer",20,105,326,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6806,394
"206680641013","Hombre",13,3,98,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6806,394
"206680661312","Mujer",66,21,1967,"Pobreza por Ingresos","Si","No","Si","Rural","Oaxaca","Sur","Tecnicatura",402,6806,394
"206680661315","Hombre",15,8,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6806,394
"206680661316","Mujer",12,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6806,394
"206680661413","Mujer",60,28,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Primaria",402,6806,394
"206680661513","Hombre",28,11,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6806,394
"206680661514","Mujer",25,20,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6806,394
"206680661613","Hombre",12,10,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Primaria",402,6806,394
"206680661712","Mujer",23,14,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Licenciatura",402,6806,394
"206680661713","Hombre",17,4,557,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6806,394
"206680661714","Mujer",15,4,393,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Secundaria",402,6806,394
"206680661715","Hombre",12,3,492,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Secundaria",402,6806,394
"206680691914","Hombre",12,14,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Secundaria",402,6806,394
"206680692112","Mujer",24,13,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Licenciatura",402,6806,394
"206680692113","Hombre",16,1,245,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6806,394
"206680692311","Mujer",48,38,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Primaria",402,6806,394
"206680692314","Mujer",22,102,3913,"No Pobreza","No","No","No","Rural","Oaxaca","Sur","Primaria",402,6806,394
"206680692412","Mujer",49,70,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6806,394
"206680692413","Mujer",29,40,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6806,394
"206680692414","Mujer",27,20,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Licenciatura",402,6806,394
"206680692415","Hombre",25,1,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6806,394
"206680730312","Hombre",32,16,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Secundaria",402,6807,394
"206680730511","Mujer",60,28,3424,"No Pobreza","Si","Si","Si","Rural","Oaxaca","Sur","Primaria",402,6807,394
"206680750912","Mujer",49,50,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6807,394
"206680751012","Mujer",24,42,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Secundaria",402,6807,394
"206680781313","Mujer",14,4,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6807,394
"206680781412","Mujer",13,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6807,394
"206680781512","Mujer",49,77,2951,"Pobreza por Ingresos","Si","Si","No","Rural","Oaxaca","Sur","Secundaria",402,6807,394
"206680781612","Mujer",65,0,1475,"Pobreza por Ingresos Extrema","Si","Si","No","Rural","Oaxaca","Sur","Primaria",402,6807,394
"206680820211","Hombre",49,7,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Primaria",402,6808,387
"206680820313","Mujer",47,50,659,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6808,387
"206680840712","Mujer",46,30,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6808,387
"206680840714","Mujer",14,8,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Secundaria",402,6808,387
"206680840814","Hombre",14,7,489,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6808,387
"206680841112","Mujer",61,68,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6808,387
"206680841113","Mujer",46,42,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6808,387
"206680841213","Mujer",17,14,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Preparatoria",402,6808,387
"206680871313","Mujer",42,0,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Primaria",402,6808,387
"206680871512","Mujer",52,24,1311,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6808,387
"206680871513","Hombre",15,3,230,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6808,387
"206680871514","Mujer",28,56,3443,"No Pobreza","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6808,387
"206680871811","Hombre",56,0,0,"Pobreza por Ingresos Extrema","No","No","Si","Rural","Oaxaca","Sur","Secundaria",402,6808,387
"206680891911","Mujer",54,56,4728,"No Pobreza","Si","No","No","Rural","Oaxaca","Sur","Primaria",402,6808,387
"206680891914","Hombre",15,14,652,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6808,387
"206680892012","Mujer",34,77,2935,"Pobreza por Ingresos","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6808,387
"206680892015","Mujer",15,14,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6808,387
"206680892213","Hombre",47,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6808,387
"206680892214","Mujer",40,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",402,6808,387
"206680892312","Hombre",78,7,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Primaria",402,6808,387
"206680892412","Mujer",13,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",402,6808,387
"206680920212","Mujer",54,10,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6809,320
"206680920213","Hombre",27,0,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Secundaria",412,6809,320
"206680920214","Mujer",24,4,1978,"Pobreza por Ingresos","Si","No","Si","Rural","Oaxaca","Sur","Secundaria",412,6809,320
"206680920215","Hombre",21,5,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6809,320
"206680920312","Mujer",57,12,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6809,320
"206680920611","Mujer",29,18,7912,"No Pobreza","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6809,320
"206680950811","Mujer",28,112,7826,"No Pobreza","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6809,320
"206680950912","Mujer",43,63,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6809,320
"206680951112","Mujer",60,112,5217,"No Pobreza","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6809,320
"206680971315","Mujer",14,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6809,320
"206680971414","Mujer",13,10,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6809,320
"206680971611","Mujer",66,42,2978,"Pobreza por Ingresos","Si","No","Si","Rural","Oaxaca","Sur","Ninguno",412,6809,320
"206680991912","Mujer",15,6,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6809,320
"206680991913","Mujer",14,7,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6809,320
"206680992012","Mujer",65,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6809,320
"206681001911","Mujer",54,42,3391,"No Pobreza","Si","No","Si","Rural","Oaxaca","Sur","Ninguno",412,6810,333
"206681002112","Mujer",29,35,489,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6810,333
"206681002311","Mujer",28,21,571,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6810,333
"206681002412","Mujer",63,42,83,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Ninguno",412,6810,333
"206681040212","Mujer",59,19,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Ninguno",412,6810,333
"206681040414","Mujer",65,19,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Ninguno",412,6810,333
"206681040514","Hombre",18,1,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6810,333
"206681040515","Hombre",14,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6810,333
"206681040611","Hombre",54,14,1027,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6810,333
"206681040613","Mujer",25,17,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6810,333
"206681040614","Hombre",16,11,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6810,333
"206681060713","Mujer",16,11,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6810,333
"206681060912","Hombre",12,28,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6810,333
"206681061011","Mujer",34,35,5902,"No Pobreza","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6810,333
"206681061012","Mujer",68,7,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Ninguno",412,6810,333
"206681061013","Mujer",12,72,172,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6810,333
"206681061211","Mujer",68,12,5902,"No Pobreza","Si","No","No","Rural","Oaxaca","Sur","Ninguno",412,6810,333
"206681081311","Mujer",67,40,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Ninguno",412,6810,333
"206681081411","Hombre",61,0,2623,"Pobreza por Ingresos","No","Si","No","Rural","Oaxaca","Sur","Licenciatura",412,6810,333
"206681081511","Mujer",65,50,820,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Ninguno",412,6810,333
"206681081613","Hombre",15,6,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6810,333
"206681081614","Mujer",13,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6810,333
"206681081813","Mujer",23,35,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6810,333
"206681081816","Mujer",15,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6810,333
"206681081817","Mujer",14,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6810,333
"206681081818","Mujer",13,21,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6810,333
"206681130613","Mujer",13,40,0,"Pobreza por Ingresos Extrema","No","No","No","Rural","Oaxaca","Sur","Secundaria",412,6811,316
"206681150914","Hombre",31,0,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6811,316
"206681150915","Mujer",27,36,49,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6811,316
"206681171311","Hombre",64,14,377,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6811,316
"206681171414","Mujer",54,5,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6811,316
"206681171512","Mujer",61,42,246,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6811,316
"206681171613","Hombre",27,33,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Preparatoria",412,6811,316
"206681171614","Mujer",23,24,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Preparatoria",412,6811,316
"206681171814","Hombre",12,3,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Primaria",412,6811,316
"206681192411","Hombre",58,29,9783,"No Pobreza","Si","No","Si","Rural","Oaxaca","Sur","Primaria",412,6811,316
"206681192412","Mujer",55,38,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6811,316
"206681220413","Mujer",30,30,2473,"Pobreza por Ingresos","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6812,308
"206681220513","Mujer",13,7,0,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Secundaria",412,6812,308
"206681220612","Mujer",62,42,280,"Pobreza por Ingresos Extrema","Si","No","Si","Rural","Oaxaca","Sur","Primaria",412,6812,308
"206681240713","Mujer",13,42,0,"Pobreza por Ingresos Extrema","Si","No","No","Rural","Oaxaca","Sur","Secundaria",412,6812,308
