folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,antigua_ne,cocina,cocina_dor,cuart_dorm,num_cuarto,lugar_coc,agua_ent,ab_agua,agua_noe,dotac_agua,excusado,uso_compar,sanit_agua,biodigest,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos,focos_ahor,combus,fogon_chi,eli_basura,tenencia,renta,estim_pago,pago_viv,pago_mesp,tipo_adqui,viv_usada,finan_1,finan_2,finan_3,finan_4,finan_5,finan_6,finan_7,finan_8,num_dueno1,hog_dueno1,num_dueno2,hog_dueno2,escrituras,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,calen_lena,medid_luz,bomba_agua,tanque_gas,aire_acond,calefacc,p_grietas,p_pandeos,p_levanta,p_humedad,p_fractura,p_electric,p_tuberias,tot_resid,tot_hom,tot_muj,tot_hog,ubica_geo,tam_loc,est_socio,est_dis,upm,factor,procaptar
0100015401,1,8,10,3,24,,1,2,2,3,1,1,1,,2,1,2,2,2,2,0,0,1,1,15,15,3,,3,4, ,3000, ,,1,2,,,,,,6,,,01,1,,,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,01001,1,2,002,0000015,204,0
0100015402,1,8,10,2,18,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,3,3, ,2500,2000,1,1,1,1,,,,,,,,01,1,,,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,1,2,1,01001,1,2,002,0000015,204,0
0100015403,1,8,10,3,18,,1,2,3,5,1,1,1,,2,1,2,1,2,2,0,0,1,1,8,8,3,,3,4, ,2000, ,,1,2,,,,,,,,8,01,1,,,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,6,4,2,1,01001,1,2,002,0000015,204,0
0100015405,1,8,10,3,25,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,3,4, ,2000, ,,1,2,,,,,,,,8,01,1,,,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,5,0,5,1,01001,1,2,002,0000015,204,0
0100015406,1,8,10,2,22,,1,2,3,5,1,1,1,,2,1,2,1,2,1,0,0,1,1,7,4,3,,3,4, ,2500, ,,1,2,,,,,,,,8,02,1,,,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,5,3,2,1,01001,1,2,002,0000015,204,0
0100016601,1,8,10,3,15,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,3,3, ,2500,4600,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,5,1,4,1,01001,1,2,002,0000016,196,0
0100016602,1,8,10,2,20,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,2,4, ,3000, ,,1,2,,,,,,6,,,01,1,,,3,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,01001,1,2,002,0000016,196,0
0100016603,1,8,10,2,16,,1,2,3,4,1,1,1,,1,1,2,1,2,2,0,0,1,1,7,7,3,,3,4, ,1400, ,,1,2,,,,,,6,,,01,1,,,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,4,2,2,1,01001,1,2,002,0000016,196,0
0100016604,1,8,10,2,17,,1,1,5,5,1,1,1,,3,1,2,2,2,1,0,0,1,1,6,2,3,,3,4, ,1500, ,,1,2,,,,,,6,,,01,1,,,3,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,8,6,2,1,01001,1,2,002,0000016,196,0
0100016605,1,8,10,3, ,1,1,2,2,4,1,1,1,,2,1,2,1,2,1,0,0,1,1,6,6,3,,3,3, ,3900,3900,1,1,2,1,,,,,,,,01,1,,,3,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,01001,1,2,002,0000016,196,0
0100017801,1,8,10,3,15,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,15,15,3,,3,2, ,2500, ,,,,,,,,,,,,,,,,,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,0,2,1,01001,1,2,002,0000017,214,0
0100017802,1,8,10,3,3,,1,2,2,5,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,5,3,,3,3, ,3600,4500,1,1,1,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,3,2,1,1,01001,1,2,002,0000017,214,0
0100017803,1,8,10,3,19,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,3,3, ,2500,5000,2,1,2,,,,,5,,,,02,1,,,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,1,2,2,2,4,2,2,1,01001,1,2,002,0000017,214,0
0100017804,1,8,10,3,10,,1,2,1,5,1,1,1,,2,1,2,1,2,2,0,0,1,1,15,10,3,,3,1,3500, , ,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,01001,1,2,002,0000017,214,0
0100017805,1,8,10,3,18,,2,,1,2,1,1,1,,2,1,2,1,2,1,0,0,1,1,6,6,3,,3,4, ,1500, ,,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,0,1,01001,1,2,002,0000017,214,0
0100017806,1,8,10,3,15,,1,2,2,4,1,1,1,,2,1,2,1,2,1,1,0,1,1,6,6,3,,3,3, ,2500,1600,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,3,2,1,1,01001,1,2,002,0000017,214,0
0100018301,1,8,10,2,19,,1,2,3,4,1,1,1,,1,1,2,1,2,2,0,0,1,1,8,3,3,,3,4, ,5000, ,,3,,,,,,,6,,,01,1,,,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,01001,1,3,001,0000018,204,0
0100018302,1,8,10,3,12,,1,2,3,5,1,1,1,,1,1,2,1,2,2,0,0,1,1,8,8,3,,3,4, ,6000, ,,3,,,,,,,,,8,01,1,,,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,4,3,1,1,01001,1,3,001,0000018,204,0
0100018303,1,8,10,2,24,,1,2,1,3,1,1,1,,1,1,1,1,2,1,0,0,1,1,8,8,3,,3,4, ,3500, ,,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,01001,1,3,001,0000018,204,0
0100018304,1,8,10,2,20,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,3,1,2500, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,3,1,01001,1,3,001,0000018,204,0
0100018305,1,8,10,3,22,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,3,3, ,3500,1500,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,01001,1,3,001,0000018,204,0
0100018306,1,8,10,2, ,1,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,3,3,3,,3,3, ,2000,700,1,1,2,1,,,,,,,,02,1,,,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,4,2,2,1,01001,1,3,001,0000018,204,0
0100019501,1,8,10,3,15,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,9,9,3,,3,3, ,3000,3000,1,1,2,1,,,,,,,,02,1,,,3,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,01001,1,3,001,0000019,195,0
0100019502,1,8,10,3,17,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,16,16,3,,3,3, ,2500,1800,1,1,2,1,,,,,,,,01,1,,,3,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,01001,1,3,001,0000019,195,0
0100019503,1,8,10,3,14,,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,5,4,3,,3,3, ,1700,2100,1,1,2,1,,,,,,,,02,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,01001,1,3,001,0000019,195,0
0100019504,1,8,10,3,13,,1,2,3,5,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,3,3, ,3000,1700,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,01001,1,3,001,0000019,195,0
0100019505,1,8,10,3,15,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,5,5,3,,3,3, ,2900,2000,1,1,2,1,,,,,,,,01,1,,,3,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,4,1,3,1,01001,1,3,001,0000019,195,0
0100019506,1,8,10,3,20,,1,2,3,5,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,8,3,,3,1,3000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,4,2,2,1,01001,1,3,001,0000019,195,0
0100020701,1,8,10,3,10,,1,2,1,4,1,1,1,,2,1,2,1,2,1,0,0,1,1,5,5,3,,3,4, ,2500, ,,3,,,,,,,,,8,01,1,,,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,01001,1,3,001,0000020,210,0
0100020702,1,8,10,2,21,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,9,9,3,,3,4, ,2200, ,,3,,,,,,,,,8,01,1,,,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,2,2,1,01001,1,3,001,0000020,210,0
0100020703,1,8,10,3, ,1,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,3,1,2500, , ,1,,,,,,,,,,,,,,,,1,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,01001,1,3,001,0000020,210,0
0100020704,1,8,10,3,25,,1,2,4,6,1,1,1,,2,1,2,1,2,2,0,0,1,1,10,10,3,,3,4, ,3000, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,5,3,2,1,01001,1,3,001,0000020,210,0
0100020705,1,8,10,3, ,1,1,2,3,4,1,1,1,,2,1,2,1,2,1,1,0,1,1,10,10,3,,3,4, ,4000, ,,1,1,,,,,,,,8,01,1,,,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,01001,1,3,001,0000020,210,0
0100020706,1,8,10,3,31,,1,2,1,2,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,3,4, ,3000, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,01001,1,3,001,0000020,210,0
0100021901,1,8,10,2,25,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,3,1,2300, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,01001,1,3,001,0000021,223,0
0100021903,1,8,10,3,25,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,3,3, ,3000,3000,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,01001,1,3,001,0000021,223,0
0100021904,1,8,10,2,25,,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,3,3, ,4000,12000,1,1,1,1,,,,,,,,02,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,01001,1,3,001,0000021,223,0
0100021905,1,8,10,2,15,,1,2,2,3,1,1,1,,4,1,2,1,2,1,0,0,1,1,6,6,3,,3,1,2700, , ,1,,,,,,,,,,,,,,,,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,3,2,1,1,01001,1,3,001,0000021,223,0
0100022201,1,8,10,3, ,1,1,2,2,3,1,1,1,,4,1,2,1,2,1,0,0,1,1,5,5,3,,3,3, ,3000,3500,1,3,,,,,,,,,&,01,1,,,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,4,3,1,1,01001,1,3,001,0000022,205,0
0100022202,1,8,10,3,17,,1,2,2,3,1,1,1,,3,1,2,1,2,1,0,0,1,1,6,6,3,,3,4, ,2500, ,,2,,,,,,,,,8,01,1,,,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,0,2,1,01001,1,3,001,0000022,205,0
0100022203,1,8,10,3,22,,1,2,3,5,1,1,1,,4,1,2,1,2,1,1,0,1,1,6,6,3,,3,4, ,5000, ,,3,,,,,4,,,,8,01,1,,,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,6,4,2,1,01001,1,3,001,0000022,205,0
0100022204,1,8,10,3,25,,1,2,5,8,1,1,1,,1,1,2,1,2,3,0,0,1,1,24,24,3,,3,4, ,3000, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,6,3,3,1,01001,1,3,001,0000022,205,0
0100022206,1,8,10,3,20,,1,2,2,5,1,1,1,,3,1,2,1,2,2,0,0,1,1,9,9,3,,3,4, ,4000, ,,2,,,,,,,,7,8,01,1,02,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,01001,1,3,001,0000022,205,0
0100023001,2,8,10,3,20,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,3,2, ,2500, ,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,6,2,4,1,01001,1,2,002,0000023,212,0
0100023002,1,8,10,3,20,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,3,1,3000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,01001,1,2,002,0000023,212,0
0100023004,1,8,10,3,15,,1,2,2,3,1,1,1,,1,1,2,1,2,2,0,0,1,1,9,9,3,,3,3, ,3000,4000,1,1,1,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,4,3,1,1,01001,1,2,002,0000023,212,0
0100023005,1,8,10,3,9,,1,2,3,4,1,1,1,,2,1,2,1,2,1,0,0,1,1,11,11,3,,3,1,2500, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,5,3,2,1,01001,1,2,002,0000023,212,0
0100023006,1,8,10,3,9,,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,3,3, ,1500,3500,1,5,,,,,,,,,,01,1,,,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,01001,1,2,002,0000023,212,0
0100024301,1,8,10,1,1,,1,2,3,5,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,4,3,,3,2, ,1500, ,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,4,2,2,1,01001,1,2,002,0000024,203,0
0100024302,1,8,10,3,1,,1,2,2,3,1,1,1,,2,1,2,1,2,1,0,0,1,1,8,8,5,,3,1,2400, , ,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,01001,1,2,002,0000024,203,0
0100024303,1,8,10,3,9,,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,3,3, ,3500,2240,1,1,2,1,,,,,,,,02,1,,,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,1,2,1,01001,1,2,002,0000024,203,0
0100024304,1,8,10,3,1,,1,2,1,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,13,13,3,,3,1,3000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,0,1,1,01001,1,2,002,0000024,203,0
0100024305,1,8,10,3,18,,1,2,3,5,1,1,1,,1,1,2,1,2,1,0,0,1,1,4,4,3,,3,4, ,2000, ,,1,2,1,,,,,,,,01,1,,,3,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,6,3,3,1,01001,1,2,002,0000024,203,0
0100024306,1,8,10,3,1,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,3,1,2000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,01001,1,2,002,0000024,203,0
0100025501,1,8,10,2,20,,1,2,3,6,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,3,3, ,1500,3400,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,01001,1,2,002,0000025,171,0
0100025502,1,8,10,3,20,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,5,3,3,,3,1,1300, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,01001,1,2,002,0000025,171,0
0100025503,1,8,10,3,20,,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,3,3,,3,4, ,3000, ,,1,2,1,,,,,,,,02,1,,,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,01001,1,2,002,0000025,171,0
0100025504,1,8,10,2,18,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,0,3,,3,3, ,2600,2600,2,1,2,,,,,,,,&,01,1,,,3,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,6,3,3,1,01001,1,2,002,0000025,171,0
0100025505,1,8,10,2, ,1,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,5,5,3,,3,3, ,2300,4250,1,1,1,1,,,,,,,,01,1,,,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,8,2,6,1,01001,1,2,002,0000025,171,0
0100025506,1,8,10,2,19,,1,2,1,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,3,3, ,1800,2200,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,01001,1,2,002,0000025,171,0
0100026701,1,8,10,3,7,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,3,3, ,1500,3000,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,0,1,1,01001,1,2,002,0000026,193,0
0100026702,1,8,10,3, ,1,1,2,1,2,1,1,1,,2,1,2,1,2,1,0,0,1,1,8,8,3,,3,3, ,2800,4000,1,1,1,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,01001,1,2,002,0000026,193,0
0100026703,1,8,10,3,15,,1,2,1,2,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,3,1,1800, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,01001,1,2,002,0000026,193,0
0100026704,1,8,10,3, ,1,1,2,1,2,1,1,1,,2,1,2,1,2,1,0,0,1,1,8,8,3,,3,1,1200, , ,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,01001,1,2,002,0000026,193,0
0100026705,1,8,10,3,11,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,9,9,3,,3,3, ,2200,3000,1,1,1,1,,,,,,,,01,1,,,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,01001,1,2,002,0000026,193,0
0100026706,1,8,10,3,20,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,2,3,,3,4, ,2500, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,01001,1,2,002,0000026,193,0
0100027901,1,8,10,3,15,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,3,1,2000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,6,2,4,1,01001,1,2,002,0000027,200,0
0100027902,1,8,10,3,18,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,3,1,2000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,01001,1,2,002,0000027,200,0
0100027903,1,8,10,3,20,,1,2,1,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,3,2, ,3000, ,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,01001,1,2,002,0000027,200,0
0100027904,1,8,10,3,20,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,3,1,2000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,01001,1,2,002,0000027,200,0
0100027905,1,8,10,3,22,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,3,3, ,3000,2800,1,1,2,1,,,,,,,,02,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,01001,1,2,002,0000027,200,0
0100027906,1,8,10,2,21,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,2,3,,3,3, ,1500,2500,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,7,3,4,1,01001,1,2,002,0000027,200,0
0100028001,2,8,10,3,3,,1,2,3,7,1,1,1,,1,1,2,1,2,3,0,0,1,1,56,56,4,,1,1,15000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,5,2,3,1,01001,1,4,003,0000028,331,0
0100028004,2,8,10,3,6,,1,2,3,5,1,1,1,,1,1,2,1,2,3,1,0,1,1,30,30,4,,1,3, ,20000,8000,1,1,2,,,,,5,,,,01,1,,,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,3,2,1,1,01001,1,4,003,0000028,331,0
0100028005,2,8,10,3,4,,1,2,2,4,1,1,1,,1,1,2,1,2,2,1,0,1,1,40,40,4,,1,4, ,30000, ,,1,2,1,,,,5,,,,01,1,,,1,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,4,3,1,1,01001,1,4,003,0000028,331,0
0100028006,1,8,10,3, ,1,1,2,2,3,1,1,1,,1,1,2,1,2,1,1,0,1,1,15,15,3,,3,1,8000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1,01001,1,4,003,0000028,331,0
0100029202,1,8,10,3,1,,1,2,3,5,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,3,3, ,4000,1680,1,1,1,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,1,3,1,01001,1,2,002,0000029,165,0
0100029203,1,8,10,3,14,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,3,3, ,2300,2000,1,1,1,1,,,,,,,,01,1,02,1,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,2,1,1,01001,1,2,002,0000029,165,0
0100029204,1,8,10,2,1,,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,3,1,1000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1,01001,1,2,002,0000029,165,0
0100029205,1,8,10,3,19,,1,2,2,6,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,4,,3,3, ,4000,1200,1,1,2,1,,,,,,,,03,1,,,1,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,4,1,3,1,01001,1,2,002,0000029,165,0
0100029206,1,8,10,3,1,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,5,4,3,,3,5, ,3500, ,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,01001,1,2,002,0000029,165,0
0100030401,1,8,10,3,19,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,3,3, ,3900,2900,1,1,2,1,,,,,,,,01,1,,,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,01001,1,2,002,0000030,211,0
0100030402,1,8,10,3,15,,1,2,2,3,1,1,1,,1,1,2,1,2,1,1,0,1,1,13,13,3,,3,4, ,2000, ,,1,1,1,,,,,,,,01,1,,,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,3,1,01001,1,2,002,0000030,211,0
0100030403,1,8,10,2,18,,1,2,2,3,2,1,1,,1,1,2,1,2,1,0,0,1,1,5,2,3,,3,3, ,3000,1470,1,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,01001,1,2,002,0000030,211,0
0100030404,1,8,10,2,20,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,2,3,,3,3, ,3000,2000,1,1,2,1,,,,,,,,02,1,,,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,01001,1,2,002,0000030,211,0
0100030405,1,8,10,3,25,,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,3,1,2200, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,01001,1,2,002,0000030,211,0
