folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,antigua_ne,cocina,cocina_dor,cuart_dorm,num_cuarto,lugar_coc,agua_ent,ab_agua,agua_noe,dotac_agua,excusado,uso_compar,sanit_agua,biodigest,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos,focos_ahor,combus,fogon_chi,eli_basura,tenencia,renta,estim_pago,pago_viv,pago_mesp,tipo_adqui,viv_usada,finan_1,finan_2,finan_3,finan_4,finan_5,finan_6,finan_7,finan_8,num_dueno1,hog_dueno1,num_dueno2,hog_dueno2,escrituras,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,calen_lena,medid_luz,bomba_agua,tanque_gas,aire_acond,calefacc,p_grietas,p_pandeos,p_levanta,p_humedad,p_fractura,p_electric,p_tuberias,tot_resid,tot_hom,tot_muj,tot_hog,ubica_geo,tam_loc,est_socio,est_dis,upm,factor,procaptar
0602357205,1,8,10,3,20,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,4, ,3000, ,,1,1,1,,,,,,,,01,1,,,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,06010,1,2,103,0002357,102,0
0602357206,1,8,10,3,38,,1,1,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,5,5,4,,1,4, ,3000, ,,1,2,,,,,,6,,,01,1,,,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,9,9,1,9,9,9,2,1,1,1,06010,1,2,103,0002357,102,0
0602358501,1,8,10,3,18,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,2, ,3000, ,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,06010,1,4,105,0002358,132,0
0602358503,1,8,10,3, ,1,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,1,1,2600, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,4,1,3,1,06010,1,4,105,0002358,132,0
0602358504,1,8,10,3,12,,1,2,1,4,1,1,1,,1,1,2,1,2,2,0,0,1,1,30,30,3,,1,4, ,8000, ,,1,2,1,,,,,,,,01,1,02,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,06010,1,4,105,0002358,132,0
0602358506,1,8,10,3,6,,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,4, ,3000, ,,1,2,,,,,,,,8,01,1,,,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,0,1,06010,1,4,105,0002358,132,0
0602359802,4,8,10,3, ,1,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,1,3,,1,1,2700, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,3,1,2,1,06010,1,3,104,0002359,103,0
0602359804,1,8,10,3,16,,1,2,4,5,1,1,1,,1,1,2,1,2,2,1,0,1,1,20,20,3,,1,2, ,3000, ,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,5,2,3,1,06010,1,3,104,0002359,103,0
0602359806,1,8,10,3,15,,1,2,2,7,1,1,1,,1,1,2,1,2,2,0,0,1,1,22,22,3,,1,4, ,3500, ,,1,2,,,,,5,,,,02,1,,,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,4,2,2,1,06010,1,3,104,0002359,103,0
0602360701,1,8,10,3,30,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,4, ,3000, ,,1,2,1,,,,,,,,01,1,,,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,06010,1,4,105,0002360,129,0
0602360702,1,8,01,3,30,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,3, ,3000,7000,2,1,2,1,,,,,,,,01,1,,,3,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,3,1,2,1,06010,1,4,105,0002360,129,0
0602360703,1,8,10,3,1,,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,1,1,2000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,0,1,1,06010,1,4,105,0002360,129,0
0602360704,1,8,10,3,23,,1,2,2,5,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,2, ,2500, ,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,3,0,3,1,06010,1,4,105,0002360,129,0
0602360705,1,8,10,3, ,1,1,2,2,3,1,1,1,,1,1,2,2,2,1,0,0,1,1,10,10,5,,1,1,3000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,06010,1,4,105,0002360,129,0
0602360706,1,8,10,3,1,,1,2,1,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,1,2, ,3500, ,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,06010,1,4,105,0002360,129,0
0602361001,1,8,10,3,3,,1,2,3,5,1,1,1,,1,1,2,1,2,2,0,0,1,1,9,9,3,,1,3, ,3500,3000,1,1,1,1,,,,,,,,01,1,,,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,1,2,1,06010,1,3,104,0002361,119,0
0602361002,1,8,10,3,20,,1,2,1,2,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,3,,1,5, ,3000, ,,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,0,1,1,06010,1,3,104,0002361,119,0
0602361003,1,8,10,3, ,1,1,2,2,3,1,1,1,,1,1,2,2,2,1,0,0,1,1,5,2,3,,1,1,2500, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,3,3,0,1,06010,1,3,104,0002361,119,0
0602361004,1,8,10,3,20,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,9,9,5,,1,4, ,3000, ,,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,06010,1,3,104,0002361,119,0
0602361005,1,5,10,3, ,1,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,5,5,5,,1,1,2500, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,3,2,1,1,06010,1,3,104,0002361,119,0
0602361006,1,8,10,3,10,,1,2,1,2,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,4, ,4000, ,,1,2,,2,,,,,,,01,1,,,1,1,1,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,1,0,1,1,06010,1,3,104,0002361,119,0
0602362901,1,8,10,3,17,,1,2,1,4,1,1,1,,1,1,2,1,2,2,0,0,1,1,12,12,3,,1,4, ,4000, ,,1,2,,2,,,,,,,01,1,,,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,0,1,1,06010,1,4,105,0002362,124,0
0602362902,1,8,10,3,15,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,1,4, ,3500, ,,1,2,,2,,,,,,,02,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,3,2,1,1,06010,1,4,105,0002362,124,0
0602362905,1,8,10,3,18,,1,2,2,6,1,1,1,,1,1,2,1,2,2,0,0,1,1,16,16,3,,1,4, ,4000, ,,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,1,3,1,06010,1,4,105,0002362,124,0
0602362906,1,8,10,3, ,1,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,3, ,3500,3600,1,1,1,,2,,,,,,,01,1,,,1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,2,2,1,1,1,06010,1,4,105,0002362,124,0
0602363301,1,8,10,3,55,,1,2,1,2,1,1,1,,1,1,2,1,2,2,0,0,1,1,13,13,3,,1,2, ,20000, ,,,,,,,,,,,,,,,,,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,1,0,1,06010,1,3,104,0002363,108,0
0602363303,1,8,10,3,35,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,6,3,,1,4, ,4500, ,,2,,1,,,,,6,,,01,1,02,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,06010,1,3,104,0002363,108,0
0602363304,1,8,10,3,55,,1,2,3,4,1,1,1,,1,1,2,1,2,2,0,0,1,1,13,10,3,,1,4, ,10000, ,,2,,,,,,,,,8,01,1,,,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,06010,1,3,104,0002363,108,0
0602363305,1,8,10,3,50,,1,2,4,5,1,1,1,,1,1,2,1,2,1,2,0,1,1,13,5,3,,1,4, ,10000, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,5,4,1,1,06010,1,3,104,0002363,108,0
0602363306,1,8,10,3,30,,1,2,4,5,1,1,1,,1,1,2,1,2,1,0,0,1,1,5,5,3,,1,4, ,3000, ,,2,,1,,,,,,,8,01,1,,,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,6,1,5,1,06010,1,3,104,0002363,108,0
0602364501,1,8,10,3,35,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,7,7,4,,1,4, ,2500, ,,1,1,,2,,,,,,,01,1,,,1,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,1,3,1,06010,1,3,104,0002364,108,0
0602364502,1,8,10,3,35,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,4,,1,3, ,3000,1200,1,1,1,1,,,,,,,,02,1,,,1,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,4,2,2,1,06010,1,3,104,0002364,108,0
0602364503,1,8,10,3,47,,1,2,3,5,1,1,1,,1,1,2,1,2,1,1,0,1,1,8,8,4,,1,4, ,2000, ,,1,2,1,,,,,,,,03,1,,,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,5,3,2,1,06010,1,3,104,0002364,108,0
0602364504,1,8,10,2,35,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,3, ,1800,2400,1,1,1,1,,,,,,,,01,1,,,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,1,06010,1,3,104,0002364,108,0
0602364505,1,8,10,2,60,,1,2,1,4,1,1,1,,1,1,2,1,2,2,0,0,1,1,8,8,4,,1,4, ,2500, ,,1,1,1,,,,,,,,01,1,,,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,06010,1,3,104,0002364,108,0
0602365701,1,8,10,3, ,1,1,1,3,4,1,1,1,,1,1,2,1,2,1,1,0,1,1,8,1,3,,1,4, ,5000, ,,1,2,,,,,,,,8,01,1,,,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1,06010,1,3,104,0002365,113,0
0602365702,1,8,10,3, ,1,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,1,3000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,4,0,4,1,06010,1,3,104,0002365,113,0
0602365703,3,8,10,3, ,1,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,5,2,3,,1,1,2000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,3,0,3,1,06010,1,3,104,0002365,113,0
0602365704,3,8,10,3,20,,1,2,2,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,4,3,,1,4, ,2500, ,,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,6,2,4,1,06010,1,3,104,0002365,113,0
0602365705,3,8,10,3,20,,1,2,3,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,3,3,3,,1,3, ,2000,2000,1,1,1,1,,,,,,,,01,1,,,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,1,2,4,2,2,1,06010,1,3,104,0002365,113,0
0602365706,3,8,10,2,20,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,5,5,3,,1,3, ,1500,2000,1,1,1,1,,,,,,,,01,1,,,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,5,2,3,1,06010,1,3,104,0002365,113,0
0602366902,1,8,10,3,40,,1,2,2,3,1,1,1,,1,1,2,1,2,2,2,0,1,1,10,10,3,,1,4, ,7000, ,,2,,,,,,,,,8,01,1,,,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,06010,1,3,104,0002366,105,0
0602366903,1,8,09,2,99,,1,2,1,2,4,1,1,,1,1,2,2,2,0,1,0,1,1,2,1,3,,1,4, ,500, ,,4,,,,,,,,,,01,1,,,3,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,0,1,06010,1,3,104,0002366,105,0
0602366904,1,8,10,3, ,1,1,2,1,4,1,1,1,,1,1,2,1,2,0,1,1,1,1,7,7,3,,1,1,3000, , ,1,,,,,,,,,,,,,,,,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,06010,1,3,104,0002366,105,0
0602366905,2,8,10,3,18,,1,2,3,6,1,1,1,,1,1,2,1,2,3,1,0,1,1,20,20,3,,1,4, ,10000, ,,2,,,,,,,,,8,01,1,,,3,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,0,1,06010,1,3,104,0002366,105,0
0602366906,1,8,10,3,40,,1,2,2,5,1,1,1,,1,1,2,1,2,1,1,0,1,1,10,10,3,,1,4, ,5000, ,,1,1,1,,,,,,,8,01,1,,,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,9,2,1,1,1,06010,1,3,104,0002366,105,0
0602367401,1,8,10,3,29,,1,2,2,4,1,1,1,,1,1,2,1,2,2,1,0,1,1,6,6,3,,1,2, ,4000, ,,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,3,2,1,1,06010,1,2,103,0002367,89,0
0602367402,1,8,10,3,23,,1,2,4,5,1,1,1,,1,1,2,1,2,4,0,0,1,1,16,16,3,,1,4, ,5000, ,,2,,,,,,5,,,,01,1,02,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,5,2,3,1,06010,1,2,103,0002367,89,0
0602367403,1,8,10,3,40,,1,2,3,5,1,1,1,,1,1,2,1,2,1,1,1,1,1,16,16,3,,1,4, ,7000, ,,1,1,,,,,,6,,,01,1,,,2,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,1,06010,1,2,103,0002367,89,0
0602367404,1,8,10,3,42,,1,2,2,5,1,1,1,,1,1,2,1,2,2,0,0,1,1,10,10,3,,1,4, ,4000, ,,2,,,,,,,,,8,01,1,,,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,06010,1,2,103,0002367,89,0
0602367405,1,8,10,3,35,,1,2,2,3,1,1,1,,1,1,2,1,2,1,1,0,1,1,11,11,3,,1,3, ,2000,2200,1,1,1,1,,,,,,7,,02,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,3,2,1,1,06010,1,2,103,0002367,89,0
0602367406,1,8,04,2,30,,1,2,1,3,1,1,1,,1,1,2,1,2,2,0,0,1,1,6,6,3,,1,5, ,2000, ,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,0,1,06010,1,2,103,0002367,89,0
0602368601,1,8,10,3,8,,1,2,1,7,1,1,1,,1,1,2,1,2,3,0,0,1,1,18,18,5,,1,4, ,7000, ,,2,,,,,,,,,8,01,1,,,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,1,0,1,06010,1,2,103,0002368,99,0
0602368602,1,8,10,2,1,,1,2,1,5,1,1,1,,1,1,2,1,2,2,0,0,1,1,9,9,3,,1,5, ,4000, ,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,3,2,1,1,06010,1,2,103,0002368,99,0
0602368603,1,8,10,2,2,,1,2,2,4,1,1,1,,1,1,2,1,2,0,1,0,1,1,8,8,3,,1,1,2200, , ,1,,,,,,,,,,,,,,,,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,3,1,2,1,06010,1,2,103,0002368,99,0
0602368604,1,8,10,3,1,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,4,4,3,,1,1,3000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,5,3,2,1,06010,1,2,103,0002368,99,0
0602368605,1,8,04,1, ,1,2,,3,4,3,1,1,,1,1,2,2,2,0,2,0,1,1,7,5,2,2,1,4, ,1000, ,,2,,,,,,,,,8,01,1,,,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,1,3,1,06010,1,2,103,0002368,99,0
0602368606,1,8,10,2,1,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,9,9,3,,1,1,2000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,5,2,3,1,06010,1,2,103,0002368,99,0
0602369201,1,8,10,3,43,,1,2,2,4,1,1,1,,1,1,2,1,2,3,0,0,1,1,13,12,3,,1,4, ,4000, ,,3,,,,,,,,7,8,01,1,,,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,0,1,1,06010,1,3,104,0002369,118,0
0602369203,1,8,10,3,20,,1,2,1,5,1,1,1,,1,1,2,1,2,2,0,0,1,1,13,10,3,,1,4, ,6000, ,,1,1,,,,,5,,,8,01,1,,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,06010,1,3,104,0002369,118,0
0602369204,1,8,10,3,40,,1,2,3,5,1,1,1,,1,1,2,1,2,2,1,0,1,1,12,12,3,,1,4, ,7000, ,,4,,,,,,,,,,01,1,,,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,8,5,3,1,06010,1,3,104,0002369,118,0
0602369205,1,8,10,3,24,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,21,21,3,,1,3, ,4000,1600,1,2,,1,,,,,,,8,01,1,02,1,1,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,3,1,2,1,06010,1,3,104,0002369,118,0
0602369206,1,8,10,2,3,,1,2,2,5,1,1,1,,1,1,2,1,2,1,1,0,1,1,8,8,3,,1,4, ,3000, ,,2,,,,,,,,,8,01,1,,,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,4,2,2,1,06010,1,3,104,0002369,118,0
0602370401,1,8,04,2,23,,1,2,2,4,2,2,1,,1,1,2,2,2,0,1,0,1,1,8,8,3,,1,4, ,2500, ,,2,,,,,,,,,8,01,1,,,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,5,1,4,1,06010,1,3,104,0002370,121,0
0602370402,1,8,04,3,20,,1,2,2,4,1,2,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,1,4, ,1500, ,,2,,,,,,,,,8,01,1,,,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,06010,1,3,104,0002370,121,0
0602370403,1,8,04,2,40,,1,1,1,2,1,1,1,,1,1,2,2,2,0,1,0,1,1,3,0,3,,1,4, ,4500, ,,4,,,,,,,,,,01,1,,,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,4,3,1,1,06010,1,3,104,0002370,121,0
0602370404,1,8,10,3,60,,1,2,1,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,6,6,3,,1,4, ,3000, ,,3,,,,,,,,,8,01,1,,,1,1,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,0,1,06010,1,3,104,0002370,121,0
0602370405,1,8,10,3,12,,1,2,2,5,1,1,1,,1,1,2,1,2,2,0,0,1,1,22,22,3,,1,4, ,3500, ,,3,,,2,,,,,,,01,1,02,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,06010,1,3,104,0002370,121,0
0602370406,1,8,10,3,3,,1,2,3,4,1,1,1,,1,1,2,1,2,3,1,0,1,1,15,15,3,,1,4, ,10000, ,,2,,,,,,,,,8,01,1,,,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,3,1,2,1,06010,1,3,104,0002370,121,0
0602371601,1,8,03,1,20,,1,2,2,4,1,1,1,,1,1,2,2,2,0,2,0,1,1,6,6,3,,1,4, ,4000, ,,4,,,,,,,,,,01,1,,,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,06010,1,3,104,0002371,137,0
0602371602,1,8,04,2,42,,1,2,1,4,1,1,1,,1,1,2,1,2,1,0,0,1,1,5,5,3,,1,4, ,3000, ,,4,,,,,,,,,,01,1,,,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1,06010,1,3,104,0002371,137,0
0602371603,1,8,10,3,20,,1,2,3,5,1,1,1,,1,1,2,1,2,1,1,0,1,1,10,10,3,,1,2, ,4000, ,,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,5,3,2,1,06010,1,3,104,0002371,137,0
0602371604,1,8,10,3,5,,1,2,2,5,1,1,1,,1,1,2,1,2,3,0,0,1,1,20,20,3,,1,1,8000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,3,1,2,1,06010,1,3,104,0002371,137,0
0602371605,1,8,10,3,7,,1,2,1,6,1,1,1,,1,1,2,1,2,2,0,0,1,1,17,17,5,,1,4, ,7000, ,,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,0,1,06010,1,3,104,0002371,137,0
0602371606,1,8,10,3,5,,1,2,1,6,1,1,1,,1,1,2,1,2,2,0,0,1,1,13,13,3,,1,4, ,5000, ,,1,2,1,,,,,,,,01,1,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,0,1,06010,1,3,104,0002371,137,0
0602372802,1,8,04,2, ,1,1,2,1,2,1,1,1,,1,1,2,2,2,0,1,0,1,1,3,3,3,,1,1,1000, , ,1,,,,,,,,,,,,,,,,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,06010,1,3,104,0002372,117,0
0602372803,1,8,10,3,28,,1,2,1,2,1,1,1,,1,1,2,1,2,1,0,0,1,1,12,12,3,,1,4, ,6000, ,,3,,,,,,,,,8,01,1,,,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,1,06010,1,3,104,0002372,117,0
0602372806,1,8,10,3, ,1,1,2,3,6,1,1,1,,1,1,2,1,2,2,0,0,1,1,9,7,3,,1,4, ,5000, ,,4,,,,,,,,,,01,1,,,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,5,3,2,1,06010,1,3,104,0002372,117,0
0602373201,1,8,10,3,3,,1,2,1,6,1,1,1,,1,1,2,1,2,2,0,0,1,1,15,15,3,,1,4, ,6000, ,,1,2,,,,,,,,8,01,1,,,2,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,1,0,1,1,06010,1,4,105,0002373,137,0
0602373202,1,8,10,3,7,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,10,10,3,,1,1,3000, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,0,1,06010,1,4,105,0002373,137,0
0602373205,1,8,10,3,15,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,16,16,3,,1,3, ,3800,3000,1,1,1,1,,,,,,,,02,1,,,1,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,3,1,2,1,06010,1,4,105,0002373,137,0
0602373206,1,8,10,3, ,1,1,2,1,2,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,1,2600, , ,1,,,,,,,,,,,,,,,,1,1,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,0,1,06010,1,4,105,0002373,137,0
0602374002,1,8,10,3, ,1,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,4, ,3000, ,,1,1,1,,,,,,,,01,1,,,1,1,1,1,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,4,3,1,1,06010,1,3,104,0002374,127,0
0602374003,1,8,10,3, ,1,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,11,10,4,,1,3, ,3500,3600,1,1,2,1,,,,,,,,01,1,,,3,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,1,1,06010,1,3,104,0002374,127,0
0602374006,1,8,10,3,6,,1,2,2,3,1,1,1,,1,1,2,1,2,1,0,0,1,1,8,8,3,,1,3, ,3200,4900,1,1,2,1,,,,,,,,01,1,,,3,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,2,2,1,2,1,2,3,1,2,1,06010,1,3,104,0002374,127,0
0602375301,7,8,10,3,2,,1,2,1,3,1,1,1,,1,1,2,1,2,1,1,0,1,1,9,9,3,,1,3, ,3500,4000,1,1,2,,2,,,,,,,01,1,,,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,0,1,1,06010,1,3,104,0002375,132,0
